order_id,branch_id,supplier_id,medication_id,order_date,quantity,unit_cost,total_cost,delivery_date
845,4,3,49,2023-02-20,374,114.01,42639.74,2023-02-28
846,2,2,150,2023-12-19,140,288.76,40426.4,2023-12-29
847,10,9,28,2023-04-23,477,258.59,123347.43,2023-04-28
848,2,6,175,2024-03-19,466,261.93,122059.38,2024-03-26
849,7,7,198,2024-04-09,172,258.74,44503.28,2024-04-23
850,6,1,124,2024-06-25,50,214.99,10749.5,2024-07-02
851,9,5,169,2024-03-02,411,136.73,56196.03,2024-03-09
852,5,10,179,2024-12-29,318,31.66,10067.88,2025-01-02
853,5,8,115,2023-05-03,475,268.01,127304.75,2023-05-14
854,2,6,122,2023-12-19,415,7.99,3315.85,2024-01-02
855,9,4,71,2024-06-23,114,133.64,15234.96,2024-07-03
856,9,10,19,2024-10-20,234,229.94,53805.96,2024-11-01
857,7,2,85,2024-01-14,468,169.43,79293.24,2024-01-26
858,1,2,51,2023-09-15,360,246.05,88578.0,2023-09-19
859,7,5,122,2023-05-31,419,7.99,3347.81,2023-06-05
860,2,8,87,2023-03-21,228,267.97,61097.16,2023-04-04
861,10,2,120,2024-12-31,285,150.82,42983.7,2025-01-07
862,8,10,125,2023-04-30,50,70.37,3518.5,2023-05-06
863,10,3,170,2024-08-10,191,280.19,53516.29,2024-08-18
864,4,1,76,2024-02-01,177,250.95,44418.15,2024-02-11
865,6,2,128,2023-08-27,162,217.78,35280.36,2023-09-06
866,2,9,173,2023-11-27,357,42.24,15079.68,2023-12-03
867,6,8,5,2024-07-10,142,260.61,37006.62,2024-07-19
868,9,4,144,2023-11-15,266,207.78,55269.48,2023-11-25
869,4,3,13,2024-11-13,278,259.03,72010.34,2024-11-21
870,2,8,22,2023-10-26,310,245.73,76176.3,2023-10-29
871,9,3,185,2023-05-12,126,80.32,10120.32,2023-05-21
872,2,9,187,2024-12-03,279,208.64,58210.56,2024-12-06
873,5,5,96,2024-04-23,98,93.09,9122.82,2024-05-02
874,6,5,174,2023-05-13,196,34.41,6744.36,2023-05-21
875,5,9,125,2023-02-22,167,70.37,11751.79,2023-03-06
876,6,9,40,2024-08-12,345,21.86,7541.7,2024-08-24
877,3,4,89,2024-05-22,385,81.46,31362.1,2024-05-29
878,3,10,53,2023-11-11,89,88.12,7842.68,2023-11-18
879,3,7,25,2023-09-26,342,115.16,39384.72,2023-10-01
880,10,8,31,2023-07-23,88,126.28,11112.64,2023-07-31
881,6,2,125,2023-10-11,150,70.37,10555.5,2023-10-25
882,7,10,45,2023-10-06,374,202.57,75761.18,2023-10-20
883,10,8,85,2024-08-30,102,169.43,17281.86,2024-09-13
884,10,8,7,2024-06-29,475,77.22,36679.5,2024-07-11
885,4,4,200,2024-02-02,373,113.73,42421.29,2024-02-05
886,5,8,132,2024-09-06,225,168.24,37854.0,2024-09-11
887,9,4,33,2024-12-03,84,163.2,13708.8,2024-12-06
888,2,3,22,2023-05-05,390,245.73,95834.7,2023-05-18
889,1,6,52,2024-01-25,56,39.05,2186.8,2024-02-05
890,1,2,159,2024-06-17,242,135.4,32766.8,2024-06-23
891,10,1,50,2024-10-18,392,295.24,115734.08,2024-10-25
892,8,2,77,2023-05-29,155,183.97,28515.35,2023-06-03
893,10,6,164,2023-11-10,72,91.1,6559.2,2023-11-20
894,2,8,161,2023-09-28,427,184.62,78832.74,2023-10-08
895,4,9,78,2024-04-30,499,155.8,77744.2,2024-05-07
896,6,7,74,2023-12-29,155,210.68,32655.4,2024-01-12
897,3,1,191,2023-12-12,86,233.84,20110.24,2023-12-15
898,6,4,155,2023-10-25,464,209.63,97268.32,2023-10-30
899,4,4,129,2024-04-07,250,68.83,17207.5,2024-04-12
900,6,9,126,2024-01-23,146,168.27,24567.42,2024-02-02
901,10,9,176,2023-07-04,258,104.88,27059.04,2023-07-12
902,3,4,133,2024-06-24,307,262.45,80572.15,2024-06-29
903,6,8,151,2024-02-04,120,247.32,29678.4,2024-02-11
904,9,9,34,2023-03-04,180,262.97,47334.6,2023-03-13
905,9,4,76,2023-01-29,281,250.95,70516.95,2023-02-03
906,7,5,94,2023-09-13,397,250.7,99527.9,2023-09-26
907,7,9,110,2024-02-13,173,63.51,10987.23,2024-02-16
908,5,8,170,2024-08-24,475,280.19,133090.25,2024-08-30
909,7,3,68,2023-02-07,381,263.73,100481.13,2023-02-18
910,5,7,184,2024-04-10,50,274.28,13714.0,2024-04-17
911,9,2,95,2024-11-06,64,264.79,16946.56,2024-11-15
912,10,9,74,2023-01-06,293,210.68,61729.24,2023-01-19
913,8,7,108,2023-09-11,239,246.69,58958.91,2023-09-23
914,6,5,154,2024-06-22,84,103.33,8679.72,2024-07-01
915,9,10,23,2023-04-13,114,145.21,16553.94,2023-04-20
916,1,5,186,2023-02-28,343,51.6,17698.8,2023-03-05
917,5,6,2,2024-02-10,342,163.19,55810.98,2024-02-18
918,1,6,64,2024-01-08,474,237.28,112470.72,2024-01-22
919,2,9,23,2024-06-14,300,145.21,43563.0,2024-06-28
920,1,7,84,2023-02-25,91,130.42,11868.22,2023-02-28
921,1,9,57,2023-05-23,354,135.34,47910.36,2023-06-04
922,1,7,138,2024-05-06,285,159.16,45360.6,2024-05-20
923,4,1,92,2023-05-21,457,73.22,33461.54,2023-05-25
924,7,6,50,2023-07-27,400,295.24,118096.0,2023-07-30
925,6,10,181,2024-02-20,206,91.54,18857.24,2024-03-02
926,1,4,197,2023-10-10,436,242.25,105621.0,2023-10-20
927,8,10,115,2024-07-28,158,268.01,42345.58,2024-08-06
928,8,9,69,2024-09-28,60,180.99,10859.4,2024-10-01
929,4,2,50,2023-02-11,197,295.24,58162.28,2023-02-18
930,2,6,101,2024-01-14,374,81.75,30574.5,2024-01-25
931,2,2,172,2023-10-28,279,274.46,76574.34,2023-11-09
932,10,4,90,2024-02-04,381,75.58,28795.98,2024-02-14
933,4,2,60,2024-05-12,398,95.94,38184.12,2024-05-17
934,7,6,76,2023-10-18,196,250.95,49186.2,2023-10-27
935,6,9,142,2023-08-27,379,5.79,2194.41,2023-09-02
936,4,7,109,2023-08-30,468,174.86,81834.48,2023-09-07
937,6,6,158,2023-09-18,147,20.99,3085.53,2023-09-29
938,8,1,165,2023-04-27,433,76.9,33297.7,2023-05-02
939,2,7,32,2023-12-16,261,219.82,57373.02,2023-12-23
940,8,1,50,2023-06-15,409,295.24,120753.16,2023-06-25
941,2,9,192,2023-02-18,71,188.16,13359.36,2023-02-24
942,4,8,130,2023-05-29,146,250.63,36591.98,2023-06-03
943,9,7,169,2023-11-27,487,136.73,66587.51,2023-12-11
944,4,8,132,2023-11-23,203,168.24,34152.72,2023-11-28
945,2,3,187,2024-05-02,247,208.64,51534.08,2024-05-10
946,2,1,22,2023-06-17,53,245.73,13023.69,2023-06-22
947,8,1,163,2024-12-12,444,284.38,126264.72,2024-12-15
948,2,8,59,2023-11-09,207,113.92,23581.44,2023-11-22
949,10,9,79,2024-06-04,291,200.84,58444.44,2024-06-14
950,5,5,158,2024-06-19,146,20.99,3064.54,2024-06-24
951,5,6,113,2023-12-07,326,114.32,37268.32,2023-12-18
952,5,7,134,2023-01-29,73,105.51,7702.23,2023-02-03
953,4,5,126,2023-03-06,477,168.27,80264.79,2023-03-19
954,7,2,40,2024-10-08,56,21.86,1224.16,2024-10-20
955,6,2,189,2024-03-24,181,92.28,16702.68,2024-03-30
956,8,10,15,2024-05-17,121,205.68,24887.28,2024-05-25
957,6,6,78,2023-11-11,206,155.8,32094.8,2023-11-14
958,6,8,196,2023-10-20,333,80.81,26909.73,2023-11-01
959,4,5,57,2023-06-22,303,135.34,41008.02,2023-06-25
960,1,4,50,2023-11-04,142,295.24,41924.08,2023-11-15
961,4,9,46,2023-07-31,102,203.15,20721.3,2023-08-11
962,10,7,47,2023-03-20,422,140.19,59160.18,2023-03-27
963,5,10,13,2024-06-28,344,259.03,89106.32,2024-07-06
964,1,2,128,2023-08-10,322,217.78,70125.16,2023-08-20
965,8,2,196,2023-10-03,246,80.81,19879.26,2023-10-16
966,7,4,137,2023-11-06,216,39.94,8627.04,2023-11-18
967,4,1,161,2023-11-12,199,184.62,36739.38,2023-11-16
968,9,10,181,2024-07-25,468,91.54,42840.72,2024-08-06
969,3,5,28,2023-09-06,100,258.59,25859.0,2023-09-09
970,9,6,162,2023-08-13,170,9.03,1535.1,2023-08-27
971,4,8,50,2023-06-13,309,295.24,91229.16,2023-06-16
972,5,2,171,2023-01-26,399,257.52,102750.48,2023-02-04
973,6,3,6,2024-10-06,428,109.8,46994.4,2024-10-19
974,9,5,93,2023-02-27,434,125.24,54354.16,2023-03-05
975,10,9,96,2024-05-07,393,93.09,36584.37,2024-05-13
976,10,3,101,2024-03-07,218,81.75,17821.5,2024-03-20
977,5,5,163,2023-07-18,445,284.38,126549.1,2023-07-25
978,1,9,16,2023-05-01,381,105.35,40138.35,2023-05-13
979,4,9,37,2024-07-15,116,5.64,654.24,2024-07-29
980,10,7,25,2024-10-04,446,115.16,51361.36,2024-10-09
981,4,3,81,2024-04-10,432,295.26,127552.32,2024-04-17
982,8,9,76,2023-05-22,139,250.95,34882.05,2023-05-30
983,6,6,180,2023-04-07,272,209.73,57046.56,2023-04-10
984,6,9,83,2024-03-12,469,76.98,36103.62,2024-03-18
985,8,1,108,2024-05-11,84,246.69,20721.96,2024-05-24
986,5,4,5,2023-02-19,242,260.61,63067.62,2023-03-04
987,3,10,149,2023-05-18,248,221.69,54979.12,2023-05-24
988,4,9,117,2023-02-21,420,133.49,56065.8,2023-02-27
989,3,4,172,2023-08-20,190,274.46,52147.4,2023-08-23
990,8,10,89,2024-08-31,140,81.46,11404.4,2024-09-06
991,4,2,79,2023-08-06,70,200.84,14058.8,2023-08-09
992,1,10,134,2023-07-11,119,105.51,12555.69,2023-07-18
993,10,9,16,2023-08-31,374,105.35,39400.9,2023-09-08
994,10,1,7,2023-12-10,492,77.22,37992.24,2023-12-15
995,10,8,41,2023-04-03,146,288.43,42110.78,2023-04-10
996,1,1,162,2024-03-13,485,9.03,4379.55,2024-03-22
997,4,4,183,2023-11-27,237,28.3,6707.1,2023-12-07
998,7,7,143,2024-04-15,282,14.63,4125.66,2024-04-23
999,7,2,166,2024-02-02,467,154.93,72352.31,2024-02-13
1000,8,2,122,2023-06-02,226,7.99,1805.74,2023-06-08
