sale_id,branch_id,employee_id,medication_id,sale_date,sale_time,quantity,unit_price,total_amount,payment_method,customer_age_group
25900,7,37,136,2024-01-02,12:11:00,2,68.77,137.54,Cash,Adult
25901,4,47,38,2023-10-30,11:30:00,1,459.26,459.26,Insurance,Child
25902,10,24,36,2023-07-17,21:27:00,2,184.76,369.52,Insurance,Senior
25903,5,29,62,2024-11-24,15:17:00,1,79.35,79.35,Card,Adult
25904,2,26,92,2023-01-01,16:33:00,3,107.07,321.21,Cash,Senior
25905,2,18,95,2024-11-11,15:17:00,3,373.11,1119.33,Card,Child
25906,2,15,172,2023-04-12,18:35:00,2,362.71,725.42,Insurance,Adult
25907,5,38,47,2023-06-05,20:40:00,2,224.21,448.42,Insurance,Adult
25908,4,10,105,2024-07-18,09:12:00,1,73.97,73.97,Insurance,Senior
25909,10,11,25,2024-04-23,11:39:00,4,179.05,716.2,Cash,Child
25910,4,20,162,2024-06-10,11:18:00,4,12.04,48.16,Cash,Child
25911,10,9,66,2023-11-27,11:36:00,2,265.48,530.96,Insurance,Adult
25912,8,48,53,2024-06-26,21:40:00,1,109.69,109.69,Insurance,Adult
25913,10,13,137,2024-03-14,09:10:00,2,59.67,119.34,Cash,Senior
25914,1,3,181,2023-03-15,18:04:00,4,120.71,482.84,Card,Senior
25915,3,43,27,2023-10-18,10:22:00,5,10.46,52.3,Card,Adult
25916,6,28,163,2023-04-01,09:40:00,1,409.93,409.93,Cash,Senior
25917,9,21,179,2024-01-14,18:20:00,1,50.35,50.35,Insurance,Child
25918,4,36,23,2023-09-26,10:06:00,1,202.92,202.92,Cash,Child
25919,5,27,31,2023-03-21,19:53:00,5,194.31,971.55,Card,Senior
25920,6,31,129,2024-01-18,14:40:00,2,94.15,188.3,Cash,Child
25921,2,49,119,2023-05-23,20:55:00,3,318.4,955.2,Insurance,Child
25922,10,29,105,2023-09-29,17:24:00,1,73.97,73.97,Cash,Adult
25923,7,6,103,2023-05-15,14:46:00,1,33.79,33.79,Cash,Child
25924,9,41,40,2023-09-23,18:13:00,1,30.89,30.89,Insurance,Senior
25925,10,47,95,2024-03-15,13:28:00,3,373.11,1119.33,Card,Child
25926,8,16,177,2023-04-15,11:51:00,2,341.49,682.98,Insurance,Senior
25927,8,15,114,2024-07-22,14:03:00,2,176.7,353.4,Insurance,Adult
25928,2,11,159,2023-07-13,14:43:00,1,158.85,158.85,Card,Adult
25929,2,43,137,2023-03-01,20:43:00,4,59.67,238.68,Card,Senior
25930,2,4,110,2023-06-06,16:16:00,1,89.96,89.96,Insurance,Senior
25931,9,33,20,2023-06-01,21:12:00,1,179.02,179.02,Cash,Adult
25932,5,19,121,2024-01-24,13:32:00,1,313.23,313.23,Cash,Child
25933,10,36,89,2023-03-11,10:35:00,2,102.74,205.48,Cash,Senior
25934,8,22,129,2023-01-31,11:47:00,1,94.15,94.15,Cash,Child
25935,1,22,4,2023-05-07,19:40:00,1,23.2,23.2,Card,Senior
25936,5,25,158,2023-06-26,16:28:00,2,29.04,58.08,Cash,Senior
25937,5,19,129,2024-01-08,16:17:00,2,94.15,188.3,Insurance,Adult
25938,8,40,68,2024-08-19,19:25:00,1,334.29,334.29,Insurance,Senior
25939,1,18,132,2023-03-30,16:28:00,1,246.28,246.28,Cash,Child
25940,2,4,143,2024-09-04,09:26:00,1,18.72,18.72,Cash,Senior
25941,10,19,99,2023-10-17,14:43:00,2,409.2,818.4,Insurance,Child
25942,2,29,139,2024-08-08,09:43:00,2,239.87,479.74,Insurance,Senior
25943,2,32,133,2023-01-14,14:07:00,1,369.62,369.62,Cash,Adult
25944,7,36,194,2024-10-20,15:06:00,2,40.52,81.04,Cash,Adult
25945,2,10,68,2023-03-20,10:06:00,2,334.29,668.58,Insurance,Adult
25946,10,4,97,2023-12-23,19:37:00,5,93.87,469.35,Cash,Senior
25947,5,14,62,2024-09-13,21:20:00,2,79.35,158.7,Cash,Senior
25948,4,17,5,2024-08-12,21:40:00,1,344.28,344.28,Card,Child
25949,3,38,145,2023-07-27,21:57:00,2,48.62,97.24,Cash,Senior
25950,2,45,169,2023-01-06,15:03:00,1,187.04,187.04,Cash,Senior
25951,10,20,10,2023-01-01,18:22:00,1,235.73,235.73,Cash,Child
25952,6,11,198,2023-01-16,13:20:00,2,381.87,763.74,Card,Senior
25953,4,26,6,2024-07-17,11:28:00,2,159.38,318.76,Card,Adult
25954,3,7,101,2024-10-31,09:48:00,1,106.05,106.05,Card,Senior
25955,4,44,32,2023-01-03,10:50:00,2,331.99,663.98,Insurance,Adult
25956,8,18,65,2024-08-09,16:35:00,4,333.71,1334.84,Card,Senior
25957,2,14,97,2023-07-25,16:09:00,1,93.87,93.87,Cash,Child
25958,10,14,89,2024-08-24,09:53:00,2,102.74,205.48,Cash,Senior
25959,9,31,128,2024-04-29,17:28:00,1,281.37,281.37,Card,Adult
25960,8,17,59,2023-06-15,13:01:00,1,159.33,159.33,Insurance,Adult
25961,3,27,114,2024-10-18,21:39:00,2,176.7,353.4,Card,Senior
25962,6,27,67,2023-11-19,19:02:00,4,149.77,599.08,Insurance,Senior
25963,4,29,53,2023-10-23,09:17:00,1,109.69,109.69,Cash,Child
25964,9,23,140,2024-12-28,17:42:00,2,344.34,688.68,Insurance,Senior
25965,1,18,101,2024-10-19,13:44:00,2,106.05,212.1,Card,Senior
25966,2,39,45,2024-01-24,12:59:00,2,261.6,523.2,Insurance,Child
25967,9,16,160,2023-03-06,10:43:00,1,196.56,196.56,Card,Adult
25968,8,48,171,2024-07-14,20:57:00,2,343.75,687.5,Card,Adult
25969,10,14,13,2024-06-18,16:07:00,2,315.7,631.4,Insurance,Adult
25970,8,45,73,2023-09-15,21:07:00,3,279.3,837.9,Insurance,Senior
25971,8,21,10,2024-11-19,17:55:00,1,235.73,235.73,Card,Child
25972,6,38,100,2024-09-06,16:45:00,1,235.69,235.69,Cash,Adult
25973,7,38,116,2023-05-29,16:10:00,2,350.91,701.82,Cash,Senior
25974,10,42,115,2024-10-25,21:17:00,1,363.66,363.66,Card,Adult
25975,7,19,103,2024-03-13,18:58:00,1,33.79,33.79,Insurance,Child
25976,1,10,80,2023-09-06,17:10:00,1,88.35,88.35,Cash,Child
25977,6,29,85,2023-01-28,15:51:00,1,264.8,264.8,Card,Adult
25978,3,26,78,2024-08-13,13:35:00,3,234.82,704.46,Cash,Adult
25979,8,36,6,2024-09-04,21:10:00,1,159.38,159.38,Card,Child
25980,9,13,26,2024-01-12,15:16:00,1,27.7,27.7,Insurance,Child
25981,9,47,11,2023-08-21,13:56:00,2,109.07,218.14,Card,Senior
25982,9,15,130,2024-08-27,17:49:00,1,321.64,321.64,Card,Senior
25983,8,38,119,2023-09-27,20:07:00,2,318.4,636.8,Insurance,Senior
25984,8,49,128,2023-06-04,09:32:00,1,281.37,281.37,Card,Child
25985,6,33,173,2024-07-12,21:10:00,1,66.93,66.93,Insurance,Adult
25986,7,31,139,2023-07-26,10:47:00,1,239.87,239.87,Cash,Child
25987,10,42,24,2023-04-01,10:52:00,1,332.69,332.69,Insurance,Adult
25988,2,36,187,2024-04-06,13:52:00,2,282.83,565.66,Insurance,Adult
25989,3,48,45,2024-01-16,17:55:00,2,261.6,523.2,Insurance,Child
25990,5,26,23,2024-11-19,16:53:00,1,202.92,202.92,Insurance,Child
25991,1,41,158,2023-01-11,17:27:00,2,29.04,58.08,Insurance,Adult
25992,1,2,79,2023-11-12,17:41:00,1,286.93,286.93,Card,Senior
25993,7,16,130,2024-09-23,12:55:00,2,321.64,643.28,Card,Child
25994,3,42,1,2023-12-26,21:19:00,1,144.7,144.7,Card,Adult
25995,1,31,193,2023-10-16,11:40:00,1,129.63,129.63,Insurance,Child
25996,8,27,70,2024-02-15,19:57:00,2,60.82,121.64,Insurance,Senior
25997,8,10,106,2024-07-05,12:59:00,1,173.85,173.85,Card,Adult
25998,4,44,106,2023-10-27,19:17:00,1,173.85,173.85,Card,Child
25999,4,14,4,2023-07-14,19:41:00,3,23.2,69.6,Cash,Senior
26000,5,3,65,2023-09-16,21:47:00,2,333.71,667.42,Insurance,Senior
26001,4,18,6,2024-05-18,10:06:00,3,159.38,478.14,Cash,Child
26002,2,37,77,2024-10-13,14:36:00,1,238.24,238.24,Card,Adult
26003,4,44,157,2024-05-11,12:20:00,1,285.73,285.73,Cash,Senior
26004,9,38,140,2024-09-12,12:24:00,5,344.34,1721.7,Cash,Child
26005,7,8,96,2023-11-03,16:51:00,1,123.39,123.39,Cash,Adult
26006,7,25,38,2023-12-01,16:57:00,1,459.26,459.26,Insurance,Adult
26007,4,14,197,2023-07-07,17:35:00,2,329.64,659.28,Cash,Senior
26008,9,32,44,2023-07-02,11:03:00,1,279.37,279.37,Card,Adult
26009,3,25,69,2024-11-05,20:42:00,2,236.29,472.58,Card,Adult
26010,4,35,135,2024-03-07,16:12:00,2,329.28,658.56,Card,Child
26011,7,27,138,2024-11-18,17:49:00,2,215.3,430.6,Insurance,Adult
26012,3,12,73,2023-09-13,21:29:00,2,279.3,558.6,Card,Child
26013,1,9,36,2024-11-22,15:51:00,4,184.76,739.04,Insurance,Adult
26014,4,9,127,2023-12-15,10:12:00,1,270.08,270.08,Insurance,Adult
26015,5,43,84,2024-12-15,10:09:00,2,160.31,320.62,Card,Adult
26016,3,50,32,2024-04-17,10:55:00,2,331.99,663.98,Cash,Senior
26017,8,7,98,2024-06-14,14:08:00,2,305.33,610.66,Insurance,Child
26018,10,13,106,2023-09-01,18:55:00,2,173.85,347.7,Cash,Adult
26019,5,24,135,2024-12-26,19:41:00,1,329.28,329.28,Cash,Senior
26020,8,34,115,2024-08-07,21:01:00,1,363.66,363.66,Cash,Child
26021,4,6,26,2024-02-28,10:53:00,2,27.7,55.4,Cash,Adult
26022,10,3,55,2024-07-04,09:34:00,5,28.69,143.45,Card,Senior
26023,10,20,16,2023-11-19,20:45:00,2,135.07,270.14,Card,Senior
26024,6,9,75,2024-05-26,09:07:00,1,318.74,318.74,Insurance,Child
26025,9,27,27,2024-11-15,10:54:00,2,10.46,20.92,Card,Adult
26026,1,15,11,2024-06-02,13:30:00,3,109.07,327.21,Cash,Adult
26027,3,5,102,2023-03-15,14:20:00,2,303.16,606.32,Cash,Senior
26028,7,30,21,2024-06-04,12:26:00,2,106.89,213.78,Cash,Adult
26029,4,48,153,2024-02-19,21:37:00,2,388.91,777.82,Insurance,Child
26030,2,34,44,2023-06-21,11:20:00,1,279.37,279.37,Cash,Adult
26031,9,30,94,2023-08-22,12:57:00,1,332.24,332.24,Insurance,Adult
26032,7,47,98,2024-08-05,15:53:00,2,305.33,610.66,Insurance,Adult
26033,4,7,129,2024-06-18,19:28:00,2,94.15,188.3,Insurance,Senior
26034,3,41,90,2023-06-02,17:02:00,4,101.88,407.52,Cash,Child
26035,3,5,189,2024-03-03,10:01:00,3,135.16,405.48,Insurance,Senior
26036,6,12,117,2024-08-03,12:42:00,1,197.43,197.43,Card,Child
26037,6,17,21,2023-04-13,17:33:00,3,106.89,320.67,Card,Child
26038,3,1,30,2024-12-04,17:52:00,1,300.53,300.53,Cash,Child
26039,6,14,127,2024-03-21,17:44:00,1,270.08,270.08,Insurance,Adult
26040,9,5,76,2023-10-17,16:07:00,1,322.91,322.91,Cash,Adult
26041,8,47,77,2024-11-23,12:52:00,1,238.24,238.24,Cash,Adult
26042,1,11,75,2023-03-08,12:55:00,1,318.74,318.74,Cash,Adult
26043,7,22,125,2023-07-14,09:18:00,1,102.83,102.83,Insurance,Child
26044,2,47,57,2023-09-27,21:47:00,4,198.62,794.48,Insurance,Child
26045,7,4,175,2024-08-13,17:45:00,4,415.55,1662.2,Insurance,Child
26046,5,16,90,2023-05-03,09:19:00,1,101.88,101.88,Insurance,Senior
26047,10,4,21,2023-07-26,18:36:00,1,106.89,106.89,Card,Adult
26048,8,40,6,2024-02-07,17:52:00,3,159.38,478.14,Cash,Senior
26049,1,14,70,2024-08-12,16:36:00,1,60.82,60.82,Card,Adult
26050,2,27,125,2023-12-02,12:38:00,1,102.83,102.83,Card,Child
26051,7,45,62,2023-04-07,20:54:00,3,79.35,238.05,Card,Child
26052,9,41,145,2024-04-20,10:39:00,2,48.62,97.24,Cash,Senior
26053,9,45,93,2023-01-18,14:56:00,1,174.61,174.61,Card,Senior
26054,6,4,150,2024-09-13,14:35:00,2,440.7,881.4,Card,Senior
26055,2,33,54,2023-05-11,20:40:00,1,243.74,243.74,Cash,Child
26056,2,41,102,2023-12-06,10:40:00,1,303.16,303.16,Insurance,Child
26057,5,45,77,2024-08-22,13:43:00,3,238.24,714.72,Insurance,Senior
26058,2,20,64,2024-06-24,19:39:00,1,284.41,284.41,Insurance,Senior
26059,3,39,116,2024-09-23,12:25:00,1,350.91,350.91,Insurance,Senior
26060,9,29,103,2024-01-12,12:52:00,5,33.79,168.95,Insurance,Adult
26061,10,5,80,2024-03-09,11:44:00,3,88.35,265.05,Card,Child
26062,9,31,30,2023-12-29,11:31:00,3,300.53,901.59,Card,Senior
26063,1,13,159,2024-01-11,15:32:00,4,158.85,635.4,Card,Adult
26064,8,42,132,2024-11-17,20:24:00,2,246.28,492.56,Cash,Senior
26065,8,27,92,2024-09-08,12:33:00,1,107.07,107.07,Card,Senior
26066,8,29,93,2024-10-24,11:43:00,1,174.61,174.61,Insurance,Child
26067,1,44,183,2024-03-30,17:27:00,1,43.64,43.64,Cash,Senior
26068,6,16,135,2023-03-09,20:51:00,1,329.28,329.28,Card,Senior
26069,1,19,62,2024-05-06,21:19:00,1,79.35,79.35,Insurance,Adult
26070,8,1,113,2024-09-19,10:55:00,1,157.5,157.5,Card,Senior
26071,5,16,46,2024-11-09,21:27:00,3,261.05,783.15,Insurance,Child
26072,7,14,108,2023-04-12,11:28:00,4,390.79,1563.16,Insurance,Adult
26073,8,5,106,2024-12-14,18:20:00,1,173.85,173.85,Insurance,Child
26074,1,44,78,2023-09-12,15:52:00,1,234.82,234.82,Cash,Adult
26075,8,17,7,2024-05-11,12:48:00,4,104.87,419.48,Insurance,Adult
26076,4,15,105,2024-12-31,10:27:00,4,73.97,295.88,Insurance,Child
26077,10,46,66,2023-06-26,17:32:00,1,265.48,265.48,Card,Adult
26078,10,28,100,2023-11-11,15:34:00,1,235.69,235.69,Cash,Senior
26079,1,22,113,2024-04-14,11:43:00,1,157.5,157.5,Cash,Adult
26080,1,35,2,2023-03-12,19:01:00,1,259.13,259.13,Card,Adult
26081,10,9,135,2023-01-23,15:01:00,1,329.28,329.28,Cash,Child
26082,9,47,31,2023-07-06,12:35:00,1,194.31,194.31,Insurance,Child
26083,3,2,64,2024-03-20,15:38:00,1,284.41,284.41,Insurance,Child
26084,9,7,91,2023-10-20,18:00:00,2,161.52,323.04,Insurance,Child
26085,10,37,91,2023-05-18,15:58:00,1,161.52,161.52,Insurance,Child
26086,9,22,84,2024-11-06,19:23:00,1,160.31,160.31,Insurance,Senior
26087,7,3,61,2024-06-27,14:44:00,4,94.04,376.16,Cash,Child
26088,1,42,68,2023-11-22,12:43:00,2,334.29,668.58,Insurance,Senior
26089,7,14,73,2023-03-23,20:22:00,4,279.3,1117.2,Card,Senior
26090,9,10,73,2024-07-26,16:38:00,1,279.3,279.3,Cash,Senior
26091,5,26,133,2023-05-13,20:00:00,2,369.62,739.24,Card,Child
26092,6,50,10,2024-06-05,14:59:00,1,235.73,235.73,Cash,Adult
26093,8,12,125,2023-09-08,20:40:00,1,102.83,102.83,Insurance,Child
26094,9,14,97,2023-01-11,11:48:00,2,93.87,187.74,Card,Senior
26095,3,6,190,2024-04-08,14:23:00,2,11.38,22.76,Cash,Child
26096,3,3,3,2024-10-19,12:57:00,2,356.61,713.22,Cash,Adult
26097,6,21,51,2024-01-15,16:31:00,1,316.11,316.11,Card,Senior
26098,1,35,81,2023-07-19,09:03:00,1,420.77,420.77,Insurance,Child
26099,8,21,2,2023-11-10,17:35:00,3,259.13,777.39,Insurance,Child
26100,6,32,97,2024-03-29,15:39:00,4,93.87,375.48,Insurance,Senior
26101,3,2,135,2024-08-30,12:19:00,2,329.28,658.56,Card,Child
26102,4,13,109,2023-11-09,12:30:00,2,272.54,545.08,Insurance,Senior
26103,7,4,139,2024-06-07,20:20:00,1,239.87,239.87,Cash,Senior
26104,10,1,69,2023-11-04,20:32:00,1,236.29,236.29,Cash,Child
26105,5,36,15,2024-03-31,18:26:00,1,247.13,247.13,Cash,Child
26106,9,43,72,2023-09-09,10:15:00,2,37.15,74.3,Cash,Senior
26107,7,12,96,2023-03-20,14:10:00,2,123.39,246.78,Card,Senior
26108,8,18,8,2024-01-30,16:06:00,1,380.26,380.26,Insurance,Senior
26109,10,13,108,2024-03-26,21:41:00,2,390.79,781.58,Cash,Adult
26110,4,17,134,2024-07-05,16:45:00,1,167.18,167.18,Cash,Senior
26111,7,35,135,2024-08-17,13:54:00,1,329.28,329.28,Insurance,Senior
26112,5,28,87,2023-03-25,13:25:00,1,382.04,382.04,Insurance,Senior
26113,2,28,160,2024-11-13,19:21:00,3,196.56,589.68,Insurance,Adult
26114,10,50,80,2024-07-10,21:04:00,1,88.35,88.35,Card,Senior
26115,9,3,74,2024-11-27,18:22:00,1,294.84,294.84,Card,Senior
26116,5,1,141,2024-04-27,11:31:00,4,243.93,975.72,Insurance,Adult
26117,8,30,109,2023-10-27,16:17:00,1,272.54,272.54,Card,Senior
26118,6,14,198,2024-07-11,18:27:00,2,381.87,763.74,Cash,Child
26119,10,23,84,2024-12-06,18:41:00,1,160.31,160.31,Cash,Senior
26120,7,38,134,2023-02-20,15:07:00,3,167.18,501.54,Card,Adult
26121,7,47,154,2024-11-09,11:51:00,2,149.99,299.98,Insurance,Senior
26122,9,32,21,2023-07-09,18:11:00,2,106.89,213.78,Cash,Adult
26123,10,20,36,2023-08-23,20:59:00,2,184.76,369.52,Card,Senior
26124,10,50,29,2024-04-25,19:06:00,1,82.49,82.49,Card,Child
26125,5,37,62,2024-04-06,21:13:00,1,79.35,79.35,Cash,Child
26126,7,6,122,2024-05-23,12:44:00,4,12.6,50.4,Card,Senior
26127,3,6,47,2023-12-29,12:43:00,1,224.21,224.21,Card,Adult
26128,8,38,123,2024-06-12,09:52:00,1,174.84,174.84,Card,Adult
26129,4,1,6,2024-09-22,15:12:00,1,159.38,159.38,Card,Senior
26130,4,31,70,2024-10-26,10:27:00,5,60.82,304.1,Card,Senior
26131,10,20,71,2024-10-11,16:35:00,1,184.95,184.95,Cash,Senior
26132,9,50,196,2024-06-26,16:59:00,2,122.92,245.84,Cash,Adult
26133,10,42,115,2024-07-02,10:15:00,2,363.66,727.32,Card,Adult
26134,8,17,190,2023-09-27,17:28:00,1,11.38,11.38,Cash,Child
26135,3,16,71,2023-07-15,15:10:00,1,184.95,184.95,Cash,Adult
26136,9,42,55,2024-06-27,13:35:00,1,28.69,28.69,Insurance,Adult
26137,1,32,136,2024-08-31,11:40:00,3,68.77,206.31,Insurance,Child
26138,6,20,154,2023-10-12,18:06:00,1,149.99,149.99,Card,Senior
26139,5,10,138,2023-03-18,14:29:00,1,215.3,215.3,Card,Child
26140,4,13,177,2023-08-13,17:21:00,2,341.49,682.98,Cash,Senior
26141,10,41,48,2024-02-07,21:49:00,2,86.16,172.32,Card,Adult
26142,5,19,2,2024-05-19,10:06:00,2,259.13,518.26,Insurance,Adult
26143,9,2,107,2023-09-30,20:17:00,1,106.06,106.06,Insurance,Senior
26144,10,41,200,2024-01-17,19:38:00,2,169.12,338.24,Cash,Adult
26145,2,19,109,2023-01-17,13:40:00,2,272.54,545.08,Insurance,Child
26146,9,39,108,2024-10-08,14:24:00,1,390.79,390.79,Card,Child
26147,3,5,3,2024-04-11,16:24:00,4,356.61,1426.44,Card,Child
26148,7,24,85,2024-02-14,14:41:00,2,264.8,529.6,Insurance,Senior
26149,2,25,71,2023-03-31,12:39:00,1,184.95,184.95,Cash,Adult
26150,8,11,142,2023-08-04,09:30:00,1,7.83,7.83,Card,Child
26151,2,36,108,2023-03-25,16:41:00,1,390.79,390.79,Card,Senior
26152,7,50,46,2024-06-23,17:11:00,1,261.05,261.05,Insurance,Senior
26153,8,7,104,2024-07-25,19:08:00,3,84.02,252.06,Cash,Child
26154,1,48,183,2023-03-24,13:09:00,3,43.64,130.92,Insurance,Adult
26155,9,19,67,2023-01-02,19:26:00,3,149.77,449.31,Insurance,Adult
26156,2,22,27,2024-08-13,20:44:00,1,10.46,10.46,Insurance,Senior
26157,7,16,80,2024-12-08,18:48:00,4,88.35,353.4,Card,Child
26158,8,26,9,2023-10-02,19:26:00,1,145.51,145.51,Card,Adult
26159,2,6,92,2024-04-22,17:35:00,1,107.07,107.07,Insurance,Adult
26160,3,38,94,2024-10-21,13:44:00,1,332.24,332.24,Cash,Senior
26161,8,25,72,2023-12-19,14:01:00,1,37.15,37.15,Card,Child
26162,1,48,45,2024-07-03,09:58:00,4,261.6,1046.4,Card,Senior
26163,1,7,97,2024-03-17,20:49:00,1,93.87,93.87,Insurance,Senior
26164,10,8,25,2024-04-01,15:01:00,2,179.05,358.1,Card,Child
26165,6,1,137,2024-11-09,17:11:00,2,59.67,119.34,Insurance,Senior
26166,10,10,46,2024-11-14,21:49:00,1,261.05,261.05,Card,Adult
26167,8,31,90,2023-12-08,20:31:00,1,101.88,101.88,Cash,Adult
26168,2,35,119,2023-07-30,10:03:00,1,318.4,318.4,Card,Child
26169,9,9,35,2024-01-10,12:25:00,1,457.54,457.54,Card,Adult
26170,9,19,168,2024-03-27,09:48:00,1,334.67,334.67,Cash,Child
26171,3,14,70,2024-10-03,11:59:00,2,60.82,121.64,Cash,Adult
26172,4,29,141,2024-05-29,19:45:00,2,243.93,487.86,Cash,Adult
26173,4,40,114,2024-06-09,20:54:00,1,176.7,176.7,Card,Adult
26174,7,23,100,2024-11-19,19:38:00,2,235.69,471.38,Insurance,Senior
26175,1,38,104,2024-07-20,17:54:00,1,84.02,84.02,Cash,Senior
26176,7,18,50,2024-09-05,10:54:00,2,446.76,893.52,Insurance,Senior
26177,9,19,8,2024-09-10,15:10:00,1,380.26,380.26,Card,Child
26178,5,45,34,2024-12-28,17:02:00,3,311.34,934.02,Card,Child
26179,3,40,50,2023-06-18,09:21:00,5,446.76,2233.8,Cash,Adult
26180,7,25,39,2024-07-11,15:41:00,1,146.75,146.75,Insurance,Adult
26181,2,49,48,2023-10-22,16:10:00,1,86.16,86.16,Insurance,Child
26182,2,33,97,2024-07-15,21:29:00,2,93.87,187.74,Card,Adult
26183,8,37,78,2024-08-19,16:55:00,1,234.82,234.82,Cash,Adult
26184,2,33,19,2024-07-22,11:56:00,1,320.24,320.24,Cash,Child
26185,4,32,65,2024-04-29,20:24:00,2,333.71,667.42,Cash,Adult
26186,3,9,104,2023-02-20,16:31:00,2,84.02,168.04,Card,Child
26187,7,6,150,2023-06-08,21:01:00,5,440.7,2203.5,Insurance,Senior
26188,2,9,38,2023-04-27,13:18:00,1,459.26,459.26,Card,Adult
26189,8,8,118,2023-06-08,09:19:00,5,121.59,607.95,Card,Senior
26190,5,48,81,2023-02-01,13:15:00,3,420.77,1262.31,Card,Child
26191,10,40,89,2024-05-10,20:09:00,3,102.74,308.22,Cash,Child
26192,4,46,14,2024-02-29,17:48:00,1,168.06,168.06,Card,Child
26193,10,44,159,2024-10-21,21:40:00,1,158.85,158.85,Card,Child
26194,4,24,124,2024-05-15,13:05:00,2,290.6,581.2,Cash,Senior
26195,8,7,78,2024-10-01,11:00:00,3,234.82,704.46,Card,Senior
26196,8,3,176,2024-01-26,10:23:00,1,153.3,153.3,Cash,Adult
26197,1,3,158,2023-08-25,14:02:00,1,29.04,29.04,Cash,Senior
26198,2,31,144,2024-12-12,13:38:00,4,325.33,1301.32,Card,Child
26199,2,19,26,2023-03-21,21:46:00,2,27.7,55.4,Card,Child
26200,5,1,142,2023-08-20,09:26:00,1,7.83,7.83,Insurance,Senior
26201,8,35,160,2024-06-25,16:49:00,2,196.56,393.12,Insurance,Adult
26202,1,18,65,2024-05-21,16:47:00,2,333.71,667.42,Insurance,Adult
26203,6,5,124,2024-09-06,12:24:00,3,290.6,871.8,Cash,Adult
26204,1,35,66,2024-09-17,19:44:00,5,265.48,1327.4,Cash,Senior
26205,3,22,182,2024-10-15,10:13:00,5,184.37,921.85,Card,Child
26206,10,29,85,2023-04-02,18:13:00,1,264.8,264.8,Insurance,Adult
26207,2,35,16,2023-04-15,12:14:00,1,135.07,135.07,Cash,Senior
26208,9,24,46,2024-11-17,21:50:00,2,261.05,522.1,Insurance,Senior
26209,8,8,5,2023-11-28,16:06:00,2,344.28,688.56,Cash,Adult
26210,4,2,24,2023-05-18,11:13:00,1,332.69,332.69,Card,Adult
26211,10,32,125,2023-12-26,20:23:00,5,102.83,514.15,Cash,Child
26212,10,33,19,2023-12-23,09:14:00,2,320.24,640.48,Card,Senior
26213,10,2,149,2023-12-17,09:41:00,1,315.17,315.17,Card,Senior
26214,10,19,133,2024-12-24,14:21:00,1,369.62,369.62,Cash,Child
26215,1,7,65,2023-10-04,12:57:00,1,333.71,333.71,Card,Child
26216,2,16,147,2024-08-21,10:28:00,1,60.85,60.85,Cash,Child
26217,3,7,35,2024-07-03,10:42:00,3,457.54,1372.62,Cash,Adult
26218,6,6,75,2023-07-29,11:08:00,2,318.74,637.48,Insurance,Senior
26219,6,32,70,2024-06-20,12:25:00,1,60.82,60.82,Cash,Senior
26220,8,2,106,2024-07-28,20:54:00,1,173.85,173.85,Insurance,Senior
26221,6,37,61,2024-01-21,09:00:00,3,94.04,282.12,Card,Adult
26222,9,6,15,2023-01-14,15:12:00,1,247.13,247.13,Cash,Adult
26223,4,2,124,2023-06-28,15:57:00,2,290.6,581.2,Cash,Senior
26224,3,18,25,2024-08-15,14:41:00,2,179.05,358.1,Insurance,Child
26225,8,37,74,2023-08-04,14:43:00,3,294.84,884.52,Insurance,Adult
26226,3,50,178,2023-08-16,11:21:00,1,18.41,18.41,Insurance,Adult
26227,2,46,156,2023-05-06,13:00:00,1,39.15,39.15,Card,Adult
26228,7,5,77,2023-12-31,15:26:00,3,238.24,714.72,Cash,Adult
26229,3,31,4,2023-09-26,20:26:00,1,23.2,23.2,Card,Adult
26230,1,50,171,2024-11-09,09:46:00,2,343.75,687.5,Insurance,Senior
26231,4,34,48,2024-07-13,21:49:00,1,86.16,86.16,Card,Senior
26232,4,43,111,2023-01-06,18:53:00,2,356.92,713.84,Card,Adult
26233,6,39,65,2023-03-08,17:19:00,2,333.71,667.42,Cash,Senior
26234,5,1,103,2024-10-01,12:55:00,1,33.79,33.79,Cash,Senior
26235,3,30,183,2023-03-08,15:13:00,2,43.64,87.28,Insurance,Adult
26236,8,23,167,2024-09-19,15:47:00,1,158.36,158.36,Insurance,Senior
26237,2,20,76,2024-09-20,18:40:00,3,322.91,968.73,Insurance,Child
26238,5,41,136,2024-09-23,15:16:00,4,68.77,275.08,Cash,Child
26239,3,7,103,2024-02-10,16:33:00,1,33.79,33.79,Insurance,Child
26240,3,32,121,2024-10-17,19:13:00,2,313.23,626.46,Card,Child
26241,1,23,41,2023-01-09,20:47:00,1,342.09,342.09,Cash,Senior
26242,4,26,123,2023-08-07,20:30:00,2,174.84,349.68,Card,Senior
26243,8,23,119,2023-01-05,14:35:00,1,318.4,318.4,Insurance,Adult
26244,2,14,104,2024-07-29,10:12:00,1,84.02,84.02,Cash,Child
26245,7,30,107,2024-02-29,09:43:00,5,106.06,530.3,Card,Child
26246,6,4,121,2024-06-08,16:11:00,2,313.23,626.46,Cash,Adult
26247,8,37,119,2024-05-30,16:52:00,3,318.4,955.2,Card,Child
26248,8,14,126,2023-06-06,18:56:00,2,219.54,439.08,Cash,Child
26249,8,13,139,2024-01-31,10:46:00,2,239.87,479.74,Cash,Senior
